id,number,artist,title,genre,year,artwork_path
14013,CD 387 1 7,Johnny Hoes,Och was ik maar (bij moeder thuis gebleven),Nederlands,1961,
14014,CD 387 1 8,Gert & Hermien (Timmerman),Alle duiven op de Dam (shalalie shalala),Nederlands,1972,
14015,CD 387 1 9,Jeroen van der Boom,Een wereld,Nederlands,2008,
14016,CD 387 1 10,Wim Sonneveld,Het Dorp,Nederlands,1969,
14017,CD 387 1 11,Vader Abraham,'t Smurfenlied,Nederlands,1977,
14018,CD 387 1 12,Mouth & McNeal,Ik zie een ster,Nederlands,1974,
14019,CD 387 1 13,Jack Jersey,Papa was a poor man,,1977,
14020,CD 387 1 14,De Dijk,Bloedend hart,Nederlands,1982,
14021,CD 387 1 15,Bonnie St. Claire,Pierrot,Nederlands,1980,
14022,CD 387 1 16,Liesbeth List,Kinderen een kwartje,Nederlands,1974,
14023,CD 387 1 17,Frans van Schaik,Ketelbinkie,Nederlands,1942,
14024,CD 387 1 18,Lenny Kuhr,de Troubadour,Nederlands,1969,
14025,CD 387 1 19,Nico Haak,Foxy Foxtrot,Nederlands,1975,
14026,CD 387 1 20,Maywood,Mutter (mother how are you today),,1980,
14027,CD 387 1 21,Wolter Kroes,Viva Hollandia,Nederlands (voetbal),2008,
14028,CD 387 2 1,Herman Brood & his Wild Romance,Starday night,,1978,
14029,CD 387 2 2,Guus Meeuwis,Ik wil je,Nederlands,2002,
14030,CD 387 2 3,Andre Hazes,Bloed zweet en tranen,Nederlands,2002,
14031,CD 387 2 4,Rudi Carrell,Samen een straatje om,Nederlands,1967,
14032,CD 387 2 5,Total Touch,Touch me there,,1996,
14033,CD 387 2 6,Peter Koelewijn en zijn Rockets,Marijke,Nederlands,1960,
14034,CD 387 2 7,BZN,Mon Amour,,1977,
14035,CD 387 2 8,Heintje,Mama,Nederlands,1967,
14036,CD 387 2 9,Ruth Jacott,Leun op mij,Nederlands,2004,
14037,CD 387 2 10,Alex,Een bossie rooie rozen,Nederlands,2000,
14038,CD 387 2 11,Benny Neyman,Ik weet niet hoe,Nederlands,1980,
14039,CD 387 2 12,Jody Bernal,"Que si, que no",,2001,
14040,CD 387 2 13,Marianne Weber,Ik weet dat er een ander is,Nederlands,1992,
14041,CD 387 2 14,George Baker Selection,Dear Ann,,1970,
14042,CD 387 2 15,Def Rhymz,Schudden,Nederlands,2002,
14043,CD 387 2 16,Rita Corita,"Koffie, koffie",Nederlands,1975,
14044,CD 387 2 17,Astrid Nijgh,Ik doe wat ik doe,Nederlands,1974,
14045,CD 387 2 18,Drukwerk,Je loogtegen mij,Nederlands,1981,
14046,CD 387 2 19,Gerard Cox,'t Is weer voorbij die mooie zomer,Nederlands,1974,
14047,CD 387 2 20,Shocking Blue,Never marry a railroad man,,1970,
14048,CD 387 2 21,Henk & Henk,Sinterklaas,Nederlands,1982,
14049,CD 387 3 1,Ramses Shaffy,Zing vecht huil bid lach werk en bewonder,Nederlands,1971,
14050,CD 387 3 2,Leaf,Wonderwoman,,2007,
14051,CD 387 3 3,Frans Bauer,Als sterren aan de hemel staan,Nederlands,1994,
14052,CD 387 3 4,Gerard Joling,Ticket to the tropics,,1985,
14053,CD 387 3 5,Golden Earring,Twilight Zone,,1982,
14054,CD 387 3 6,Jan Smit,Ik zing dit lied voor jou alleen,Nederlands,1997,
14055,CD 387 3 7,Traffasi,Wasjmasjien,Nederlands,1985,
14056,CD 387 3 8,Luv',Casanova,,1979,
14057,CD 387 3 9,Anneke Gronloh,Brandend zand,Nederlands,1962,
14058,CD 387 3 10,De Kast,In nije dei,Nederlands (Fries),1996,
14059,CD 387 3 11,Henk Westbroek,Zelfs je naam is mooi,Nederlands,1998,
14060,CD 387 3 12,"Scene, the",Blauw,Nederlands,1990,
14061,CD 387 3 13,Frank & Mirella,"Verliefd, verloofd, getrouwd",Nederlands,1973,
14062,CD 387 3 14,Manke Nelis,K;leine Jodeljongen,Nederlands,1987,
14063,CD 387 3 15,Corry Konings,Adios Amor,Nederlands,1982,
14064,CD 387 3 16,Eddy Christiani,Ik zie de zon,Nederlands,1944,
14065,CD 387 3 17,Conny Vandenbos,Ik ben gelukkig zonder jou,Nederlands,1966,
14066,CD 387 3 18,Koos Alberts,Eenmaal kom jij terug,Nederlands,1988,
14067,CD 387 3 19,Ria Valk,Hou je echt nog van mij Rocking Billy,Nederlands,1960,
14068,CD 387 3 20,Imca Marina,Harlekino,Nederlands,1964,
14069,CD 387 3 21,Robert Leroy,Ik droom alleen nog maar van jou,Nederlands,1999,
14070,CD 387 4 1,Anouk,Nobody's wife,,1997,
14071,CD 387 4 2,Andre Hazes & Gerard Joling,Blijf bij mij,Nederlands,2007,
14072,CD 387 4 3,Kid B ft Martin van der Starre,"Una Paloma blanca, heel de zomer lang",Nederlands,2008,
14073,CD 387 4 4,Rob de Nijs,Jan Klaassen de trompetter,Nederlands,2002,
14074,CD 387 4 5,Scott Fitzgerald & Yvonne Keeley,If I had words,,1978,
14075,CD 387 4 6,Brainpower,Dansplaat,Nederlands,2002,
14076,CD 387 4 7,Zangeres zonder naam,Mexico (live),Nederlands,1969,
14077,CD 387 4 8,Gordon,Ik bel je zomaar even op,Nederlands,1994,
14078,CD 387 4 9,Het Goede Doel,Eenvoud,Nederlands,1983,
14079,CD 387 4 10,Nico Landers,Liefde in de nacht,Nederlands,1994,
14080,CD 387 4 11,Spooky & Sue,You talk too much,,1975,
14081,CD 387 4 12,de Poema's,Zij maakt het verschil,Nederlands,2001,
14082,CD 387 4 13,de Havenzangers,Aan het strand stil en verlaten,Nederlands,1977,
14083,CD 387 4 14,"Cats, the",Lea,,1968,
14084,CD 387 4 15,Hepie & Hepie,Ik lig op mijn kussen stil te dromen,Nederlands,1980,
14085,CD 387 4 16,Splitsing,Geef me wind en zeilen,Nederlands,1986,
14086,CD 387 4 17,Willeke Alberti,Telkens weer,Nederlands,1970,
14087,CD 387 4 18,Earth & Fire,Memories,,1972,
14088,CD 387 4 19,Gerard de Vries,Het spel kaarten,Nederlands,1965,
14089,CD 387 4 20,New Four,Meisje ik ben een zeeman,Nederlands,1980,
14090,CD 387 4 21,Jan Boezeroen,De fles,Nederlands,1970,
14091,CD 388 1,Bucks Fizz,Making your mind up,Engels Songfestival # 1 Engeland,1981,
14092,CD 388 2,Alvin Stardust,Pretend,,1981,
14093,CD 388 3,Ultravox,Vienna,,1981,
14094,CD 388 4,Tracey Ullman,Breakaway,,1983,
14095,CD 388 5,Tenpole Tudor,Wunderbar,,1981,
14096,CD 388 6,Culture Club,Karma Chameleon,,1983,
14097,CD 388 7,Pat Benatar,Love is a battlefield,,1983,
14098,CD 388 8,Sophia George,Girlie Girlie,,1985,
14099,CD 388 9,Duran Duran,the Reflex,,1984,
14100,CD 388 10,Golden Earring,Twilight zone,,1982,
14101,CD 388 11,Paul Hardcastle,Nineteen,,1985,
14102,CD 388 12,Baltimora,Tarzan boy,,1985,
14103,CD 388 13,Feargal Sharkey,A good heart,,1985,
14104,CD 388 14,Mixed Emotions,"You want love (Maria, Maria)",,1986,
14105,CD 388 15,Mel & Kim,Showing out (get fresh at the weekend),,1986,
14106,CD 388 16,Viola Wills,If you could read my mind,,1981,
14107,CD 388 17,Freeez,I O U,,1983,
14108,CD 388 18,Timex Social Club,Rumors,,1986,
14109,CD 389 1,Peabo Bryson & Roberta Flack,Tonight I celebrate my love,,1983,
14110,CD 389 2,Leo Sayer,Orchard Road,,1983,
14111,CD 389 3,Culture Club,Do yoy really want to hurt me?,,1982,
14112,CD 389 4,Boris Gardiner,I want to wake up with you,,1986,
14113,CD 389 5,Jermaine Jackson,Do what you do,,1984,
14114,CD 389 6,Dolly Parton,I will always love you,,1983,
14115,CD 389 7,Johnny Hates Jazz,Turn back the clock,,1987,
14116,CD 389 8,"Flying Pickets, the",Only you,A capella,1983,
14117,CD 389 9,Don McLean,Crying,,1978,
14118,CD 389 10,Wayne Wade,Lady,,1983,
14119,CD 389 11,Renee & Renato,Save your love,,1982,
14120,CD 389 12,Billy Ocean,There'll be sad songs (to make you cry),,1986,
14121,CD 389 13,Hot Chocolate,It started with a kiss,,1982,
14122,CD 389 14,Mr. Mister,Broken wings,,1985,
14123,CD 389 15,Spandau Ballet,Only when you leave,,1984,
14124,CD 389 16,Richard Marx,Right here waiting for you,,1989,
14125,CD 389 17,Climie Fisher,Rise the occasion,,1987,
14126,CD 389 18,T'Pau,China in your hand,,1987,
14127,CD 390 1,Hall & Oates,Adult education,,1984,
14128,CD 390 2,Blondie,Call me,,1980,
14129,,,,,0,
14130,CD 390 3,Bow Wow wow,Do you wanna hold me,,1983,
14131,CD 390 4,Talking Heads,Slippery people,,1984,
14132,CD 390 5,Duran Duran,Wild Boys,,1984,
14133,CD 390 6,Sly Fox,Let's go all the way,,1985,
14134,CD 390 7,Taylor Dayne,Tell it to my heart,,1987,
14135,CD 390 8,Cutting Crew,(I just) Died in your arms tonight,,1986,
14136,CD 390 9,J. Geils Band,Centerfold,,1981,
14137,CD 390 10,"Belle Stars, the",Sign of the times,,1983,
14138,CD 390 11,Billy Idol,Sweet sixteen,,1986,
14139,CD 390 12,Ultravox,Dancing with tears in my eyes,,1984,
14140,,,,,0,
14141,CD 390 13,Whitesnake,Here I go again,,1987,
14142,CD 390 14,Golden Earring,Quiet eyes,,1986,
14143,,,,,0,
14144,CD 390 15,Starship,Nothing's gonna stop us now,,1987,
14145,CD 390 16,Fairground Attraction,Perfect,,1988,
14146,CD 390 17,Kim Wilde,Kids in America,,1981,
14147,CD 390 18,Living in a Box,Living in a box,,1987,
14148,CD 391 1,Roberto Jacketti & the Scooters,I save the day,,1984,
14149,CD 391 2,Soulsister,The way to your heart,,1988,
14150,CD 391 3,Maywood,Late at night,,1980,
14151,CD 391 4,Anita Meyer,Why tell me why,,1981,
14152,CD 391 5,"Shorts, the",Comment ça va,,1983,
14153,CD 391 6,Gerard Joling,Ticket to the tropics,,1985,
14154,CD 391 7,Rob de Nijs,Alles wat ademt,Nederlands,1985,
14155,CD 391 8,Danny de Munk,Ik voel me zo verdomd alleen,Nederlands,1984,
14156,CD 391 9,Koos Alberts,Eenmaal kom jij terug,Nederlands,1988,
14157,CD 391 10,Stars on 45 (the Star Sisters),Boogie woogie bugle boy etc.,,1983,
14158,CD 391 11,MC Hammer G & dj Sven,Holiday rap,,1986,
14159,CD 391 12,Doris D & the Pins,Shine up,,1980,
14160,CD 391 13,Luv,My number one,,1980,
14161,CD 391 14,Spargo,You and me,,1980,
14162,CD 391 15,Golden Earring,When the lady smiles,,1984,
14163,CD 391 16,Stars on 45,Stars on 45 (medley),,1981,
14164,CD 391 17,Anita Meyer & Lee Towers,Run to me (live),,1986,
14165,CD 391 18,Andre Hazes,Wij houden van Oranje,Nederlands - voetbal,1988,
14166,CD 392 1,Ricky Nelson,Hello Mary Lou,,1961,
14167,,,,,0,
14168,CD 392 2,Eddie Hodges,I'm gonna knock on your door,,1961,
14169,CD 392 3,Del Shannon,Runaway,,1961,
14170,,,,,0,
14171,CD 392 4,Chris Andrews,To whom it concerns,,1965,
14172,,,,,0,
14173,,,,,0,
14174,,,,,0,
14175,,,,,0,
14176,,,,,0,
14177,,,,,0,
14178,CD 392 5,"Swinging Blue Jeans, the",Hippy hippy shake,,1963,
14179,,,,,0,
14180,CD 392 6,Herman's Hermits,No milk today,,1966,
14181,CD 392 7,Adamo,"Vous permettez, monsieur?",,1964,
14182,CD 392 8,Fats Domono,Red sails in the sunset,,1963,
14183,CD 392 9,Highwaymen,Michael,,1961,
14184,CD 392 10,Zager & Evans,In the year 2525,,1969,
14185,CD 392 11,Shirley Bassey,Goldfinger,,1964,
14186,CD 392 12,"Flowerpot Men, the",A walk in the sky,,1967,
14187,CD 392 13,Shawn Elliot,Shame and scandal in the family,,1965,
14188,,,,,0,
14189,,,,,0,
14190,,,,,0,
14191,,,,,0,
14192,,,,,0,
14193,,,,,0,
14194,CD 392 14,"Hollies, the",Stop stop stop,,1966,
14195,CD 392 15,"Beach Boys,the",Sloop John B,,1969,
14196,CD 392 16,Merrymen,Big bamboo,,1969,
14197,CD 392 17,Helen Shapiro,Walking back to happines,,1961,
14198,CD 392 18,Desmond Dekker,The Isrealites,,1969,
14199,CD 392 19,"Shadows,the",Wonderful land,,1962,
14200,CD 392 20,Keith West,Excerpt from a teenage opera,,1967,
14201,CD 393 1,Neil Sedaka,Oh Carol,,1960,
14202,CD 393 2,Fats Domino,There goes my heart again,,1963,
14203,CD 393 3,Jewel Akens,The birds and the bees,,1965,
14204,CD 393 4,"Beach Boys, the",Then I kissed her,,1965,
14205,CD 393 5,"Marcels, the",Blue moon,,1961,
14206,CD 393 6,Ritchie Valens,Donna,,1958,
14207,CD 393 7,"Everly Brothers, the",Let it be me,,1960,
14208,CD 393 8,Don Partridge,Rosie,,1968,
14209,CD 393 9,"Seekers, the",The carnival is over,,1965,
14210,CD 393 10,Peter Sarstedt,Where do you go to my lovely,,1969,
14211,CD 393 11,Bobby Goldsboro,Honey,,1968,
14212,CD 393 12,Cilla Black,Anyone who had a heart,,1964,
14213,CD 393 13,Joe Dolan,Make me an island,,1969,
14214,CD 393 14,Freddie & the Dreamers,I love you baby,,1964,
14215,CD 393 15,"Box Tops, the",The letter,,1967,
14216,CD 393 16,"Animals, the",The house of the rising sun,,1964,
14217,CD 393 17,Tommy James and the Shondells,Crimson and clover,,1969,
14218,CD 393 18,Moody Blues,Go now,,1964,
14219,CD 393 19,"Hollies, the",Sorry Suzanne,,1964,
14220,CD 393 20,Cilla Black,You've lost that lovin' feelin',,1964,
14221,CD 394 1,Canned Heat,On the road again,,1968,
14222,CD 394 2,"Swinging Blue Jeans, the",Good golly Miss Molly,,1964,
14223,CD 394 3,David McWilliams,Days of Pearly Spencer,,1967,
14224,CD 394 4,"Archies, the",Sugar sugar,,1969,
14225,CD 394 5,Small Faces,Lazy sunday,,1968,
14226,CD 394 6,Barry McGuire,Eve of destruction,,1965,
14227,CD 394 7,"Hollies, the",Bus stop,,1966,
14228,CD 394 8,Golden Earrings,Sound of the screaming day,,1967,
14229,CD 394 9,"Animals, the",Bring it on home to me,,1965,
14230,CD 394 10,"Honeycombs, the",Have I the right,,1964,
14231,CD 394 11,"Herd, the",From the underworld,,1967,
14232,CD 394 12,Twice as much,Sitting on a fence,,1966,
14233,CD 394 13,Manfred Mann,Do wah diddy,,1964,
14234,CD 394 14,Canned Heat,Goin' up the country,,1968,
14235,CD 394 15,"Turtles, the",Happy together,,1967,
14236,CD 394 16,Les Baroques,Such a cad,,1966,
14237,CD 394 17,Herman's Hermits,Dandy,,1967,
14238,CD 394 18,Humble Pie,Natural born boogie,,1969,
14239,CD 394 19,"Beach Boys, the",Good vibrations,,1966,
14240,CD 394 20,Ike & Tina Turner,"River deep, mountain high",,1969,
14241,CD 395 1,Shocking Blue,Venus,,1969,
14242,CD 395 2,George Baker Selection,Little Green Bag,,1969,
14243,CD 395 3,Tee Set,Ma belle amie,,1969,
14244,CD 395 4,"Cats, the",Why?,,1969,
14245,CD 395 5,Rudy Bennet,How can we hang on to a dream,,1967,
14246,CD 395 6,Motions,Why don't you take it,,1966,
14247,CD 395 7,Gloria,The last seven days,,1969,
14248,CD 395 8,Golden Earrings,Dong dong diki digi dong,,1968,
14249,CD 395 9,Tony Bass,Ik ben met jou niet getrouwd,Nederlands,1968,
14250,CD 395 10,Ben Cramer,Zai zai zai,Nederlands,1967,
14251,CD 395 11,Peter Tetteroo,Red red wine,,1968,
14252,CD 395 12,Peter Koelewijn & zijn Rockets,Kom van dat dak af,Nederlands,1960,
14253,CD 395 13,Rocco Granata,Bueno notte bambina,Italiaans,1963,
14254,CD 395 14,Imca Marina,Soerabaja,Nederlands,1963,
14255,CD 395 15,Swingin' Soul Machine,Spooky's day off,,1969,
14256,CD 395 16,"Outsiders, the",Monkey on your back,,1967,
14257,CD 395 17,Ginger Ale,The flood,,1969,
14258,CD 395 18,Tee Set,Don't you leave,,1967,
14259,CD 395 19,"Buffoons, the",It's the end,,1968,
14260,CD 395 20,"Cats, the",Lea,,1968,
14261,CD 396 1,Captain Jack,Captain Jack,,1996,
14262,CD 396 2,TNN,La cucamarcha,,1994,
14263,CD 396 3,Rednex,Cotton eye Joe,,1995,
14264,CD 396 4,Scatman John,Scatman (ski-ba-bop-ba-dop-bop),,1995,
14265,CD 396 5,Whigfield,Saterday night,,1994,
14266,CD 396 6,Cappella,Move on baby,,1994,
14267,CD 396 7,Hi-Power,Cult of snap,,1990,
14268,CD 396 8,Haddaway,What is love,,1992,
14269,CD 396 9,Rozalla,Everybody's free (to feel good),,1991,
14270,CD 396 10,Urban Cookie Collective,The key the secret,,1993,
14271,CD 396 11,De Bos,On the run,,1997,
14272,CD 396 12,Kristine W,Feel what you want,,1994,
14273,CD 396 13,BBE,Seven days and one week,,1996,
14274,CD 396 14,Beckie Bell,Steppin' out tonight,,1992,
14275,CD 396 15,Double Vision,Knockin',,1996,
14276,CD 396 16,Nakatomi,Sing,,1996,
14277,CD 397 1,Solid Harmonie,I'll be there for you,,1997,
14278,CD 397 2,"Radios, the",She goes na na na,,1993,
14279,CD 397 3,Vaya Con Dios,What's a woman?,,1990,
14280,CD 397 4,Charles & Eddie,Would I lie to you?,,1992,
14281,CD 397 5,Joshua Kadison,Jessie,,1993,
14282,CD 397 6,Soul II Soul,Dreams a dream,,1990,
14283,CD 397 7,MC Hammer,Have you seen her,,1990,
14284,CD 397 8,Lisa Stansfield,Change,,1991,
14285,CD 397 9,Kim Appleby,Don't worry,,1990,
14286,CD 397 10,Timeless,Where is the love,,1994,
14287,CD 397 11,Londonbeat,I've been thinking about you,,1990,
14288,CD 397 12,Bitty McLean,It keeps rainin' (tears from my eyes),,1993,
14289,CD 397 13,Heart,All I wanna do is make love to you,,1990,
14290,CD 397 14,Curtis Stigers,I wonder why,,1991,
14291,CD 397 15,Connells,74 - 75,,1995,
14292,CD 397 16,Chesney Hawkes,The one and only,,1990,
14293,CD 398 1,Sinead O'Connor,Nothing compares 2 u,,1990,
14294,CD 398 2,Babylon Zoo,Spaceman,,1995,
14295,CD 398 3,Tasmin Archer,Sleeping satellite,,1992,
14296,CD 398 4,Dusty Springfield,In private,,1990,
14297,CD 398 5,Chumbawamba,Thubthumping,,1997,
14298,CD 398 6,Stiltskin,Inside,,1994,
14299,CD 398 7,"Farm, the",All together now,,1990,
14300,CD 398 8,MC Hammer,U can't touch this,,1990,
14301,CD 398 9,EMF,Unbelievable,,1990,
14302,CD 398 10,Vanilla Ice,Ice ice baby,,1990,
14303,CD 398 11,Rednex,Old pop in an oak,,1994,
14304,CD 398 12,Garland Jeffreys,Hail hail Rock 'n roll,,1991,
14305,CD 398 13,B B Queen,Blueshouse,,1990,
14306,CD 398 14,Dance 2 trance,Power of American natives,,1993,
14307,CD 398 15,Maxx,Get-a-way,,1994,
14308,CD 398 16,Atlantic Ocean,Waterfall,,1993,
14309,CD 399 1,Rene Froger,Calling out your name (Ruby),,1993,
14310,CD 399 2,Vengaboys,Up & down (airplay),,1998,
14311,CD 399 3,"Soca Boys ft Van B King, the",Follow the leader,,1998,
14312,CD 399 4,2 Unlimited,No limit,,1992,
14313,CD 399 5,2 Brothers on the 4th floor,Dreams,,1994,
14314,CD 399 6,Nakatomi,Children of the night,,1996,
14315,CD 399 7,Ross & Iba,Wassenaar,Nederlands,1996,
14316,CD 399 8,Nasty,Een moment zonder jou,Nederlands,1997,
14317,CD 399 9,Is Ook Schitterend,Voltooid verleden tijd,Nederlands,1997,
14318,CD 399 10,Linda Roos en Jessica,Ademnood,Nederlands,1995,
14319,CD 399 11,Maxime & Franklin Brown,De eerste keer,Nederlands,1996,
14320,CD 399 12,Willeke Alberti,Ome Jan,Nederlands,1993,
14321,CD 399 13,Katja Schuurman,Wereldmeid,Nederlands,1997,
14322,CD 399 14,One Two Trio,Juffrouw Toos,Nederlands,1996,
14323,CD 399 15,Hollenboer,Het busje komt zo,Nederlands,1995,
14324,CD 399 16,C'est Tout,De tandenborstel jive,Nederlands,1995,
14325,CD 400 1 1,"Andrew Sisters, the",Down the valley,,1950,
14326,CD 400 1 2,Anton Karas,Harry Lime theme,Film  the Third Man,1950,
14327,CD 400 1 3,Billy Eckstine,I Apologize,,1950,
14328,CD 400 1 4,Johnny Ray,Cry,,1951,
14329,CD 400 1 5,"Chico's & Tom's Prairie Pioneers, the",Koel water,,1951,
14330,CD 400 1 6,Annie de Reuver & Karel van de Velden,Kijk eens in de poppetjes van mijn ogen,,1951,
14331,CD 400 1 7,Guy Mitchell,"My truly, truly fair",,1951,
14332,CD 400 1 8,Mantovani & his orchestra,Charmaine,Instrumentaal,1951,
14333,CD 400 1 9,Patti Page,I went to your wedding,,1952,
14334,CD 400 1 10,Eddy Christiani,Spring maar achterop,Nederlands,1952,
14335,CD 400 1 11,Hank Williams,Jambalaya (on the Bayou),,1952,
14336,CD 400 1 12,Frankie Laine,High Noon (do not forsake me),,1952,
14337,CD 400 1 13,"Ramblers, the","Zeeman, o zeeman",Nederlands,1952,
14338,CD 400 1 14,"Mills Brothers, the",The glow worm,,1952,
14339,CD 400 1 15,Mario Lanza,Because you're mine,,1952,
14340,CD 400 1 16,Vera Lynn,From the time you say goodbye,,1952,
14341,CD 400 1 17,Rosemary Clooney,Botch-a-me,,1952,
14342,CD 400 1 18,Louis Armstrong,La vie en rose,Instrumentaal,1952,
14343,CD 400 1 19,Marilyn Monroe,Diamonds are a girl's best friend,,1953,
14344,CD 400 1 20,Danny Kaye,Wonderful Copenhagen,,1953,
14345,CD 400 1 21,Jim Reeves,Bimbo,,1953,
14346,CD 400 1 22,Patti Page,(How much is) that doggie in the window,,1953,
14347,CD 400 1 23,Percy Faith & his orchestra,"Song from Moulin Rouge (where is your heart), the",Film Moulin Rouge,1953,
14348,CD 400 1 24,Bill Haley & his Comets,"Shake, rattle & roll",,1954,
14349,CD 400 2 1,Bill Haley & his Comets,(we're gonna) Rock around the clock,,1954,
14350,CD 400 2 2,Leroy Anderson,"Typewriter, the",,1954,
14351,CD 400 2 3,Edmundo Ross & his orchestra,London is the place for me,,1954,
14352,CD 400 2 4,"Chordettes, the",Mr. Sandman,,1954,
14353,CD 400 2 5,"Four Aces, the",Three coines in the fountain,,1954,
14354,CD 400 2 6,"Orkest Zonder Naam, het (& de Marketensters & de Musketiers",Lentekind,Nederlands,1954,
14355,CD 400 2 8,"Four Aces, the",Amor,,1954,
14356,CD 400 2 9,Maria Zamora Y Sus Muchachos,Mama el baion,,1954,
14357,CD 400 2 10,Rudi Schuricke,Warum weinst du kleine Tamara,Duits,1954,
14358,CD 400 2 11,"Crew Cuts, the",Sh-Boom (Life could be a dream),,1954,
14359,CD 400 2 12,McGuire Sisters,"Goodnight sweetheart, goodnight",,1954,
14360,CD 400 2 13,"Platters, the","Great pretender, the",,1955,
14361,CD 400 2 14,Tony Bennet,Stranger in paradise,,1955,
14362,CD 400 2 15,Chuck Berry,Maybellene,,1955,
14363,CD 400 2 16,Willie Alberti,Als een wilde orchidee,Nederlands,1955,
14364,CD 400 2 17,Perez Prado,Cherry pink and apple blossom white,,1955,
14365,CD 400 2 18,Louia Armstrong & the All Stars,Mack the knife,,1955,
14366,CD 400 2 19,Mitch Miller,"Yellow Rose of Texas, the",Instrumentaal,1955,
14367,CD 400 2 20,Bo Diddley,Bo Diddley,,1955,
14368,CD 400 2 20,Bo Diddley,Bo Diddley,,1955,
14369,CD 400 2 21,"Platters, the",Only you,,1955,
14370,CD 400 2 22,Little Richard,Rip it up,,1956,
14371,CD 400 2 23,"Guy Mitchell, Ray Conniff & his orchestra",Singing the blues,,1956,
14372,CD 400 2 24,Freddy Quinn,Heimweh,Duits,1956,
14373,CD 400 3 1,Little Richard,Tutti Frutti,,1956,
14374,CD 400 3 2,Carl Perkins,Blue suede shoes,,1956,
14375,CD 400 3 3,Doris Day,"Whatever will be, will be (Que sera, sera)",,1956,
14376,CD 400 3 4,Danny & the Juniors,At the hop,,1957,
14377,CD 400 3 5 ,Pat Boone,Love letters in the sand,,1957,
14378,CD 400 3 6,Winifred Atwell,The black and white rag,,1957,
14379,CD 400 3 7,Debbie Reynolds,Tammy,,1957,
14380,CD 400 3 8,Buddy Holly,Peggy Sue,,1957,
14381,CD 400 3 9,Brenda Lee,Dynamite,,1957,
14382,CD 400 3 10,Jerry Lee Lewis,Great balls of fire,,1957,
14383,CD 400 3 11,Harry Belafonte,Banana voat (Day-O),,1957,
14384,CD 400 3 12,Paul Anka,Diana,,1957,
14385,CD 400 3 13,Perry Como,Catch a falling star,,1957,
14386,CD 400 3 14,Los Paraguayos,Maria Dolores,,1957,
